"Grandma Flo's German Potato Salad","red potato","onion","vinegar","sugar","bacon","half-and-half","salt and pepper"
"German Style Hot Chicken Cabbage Slaw","chicken","sugar","cider vinegar","cabbage","onion","salt and pepper"
"Sour Cherry Pie","cherry","sugar","flour","salt","cinnamon","minute tapioca","butter"
"Coconut Bundt Cake With Powdered-Sugar Glaze","cake flour","salt","butter","sugar","egg","vanilla extract","coconut extract","unsweetened coconut milk","coconut flake","powdered sugar","sweetened coconut flake"
"No Fuss No Mess Potato Pancakes","milk","potato","onion","egg","flour","baking powder","salt and pepper"
"Off the Wall German Chocolate Cake","devil's food cake mix","water","vegetable oil","egg","vanilla frosting","coconut flake","pecan","caramel ice cream topping","oreo cookie"
"Spaetzle","egg","oil","water","milk","all-purpose flour","salt","baking powder","water"
"Latkes (Potato Pancakes)","potato","egg","salt","matzo meal","baking powder","onion","black pepper","paprika","vegetable oil"
"Grandma's Secret Wiener Schnitzel Recipe","turkey cutlet","breadcrumb","lemon juice","parsley flake","egg","cooking oil"
"Great-Aunt Fannie Old Traditional Potato Soup","potato","onion","celery","carrot","water","butter","milk","evaporated milk","paprika"
"Fantabulous Hot German Potato Salad","potato","onion","chicken stock","bacon","apple cider vinegar","sugar","mustard seed","flour"
"German Dumplings","potato","egg","flour","milk","salt and pepper"
"Sauerkraut Salad","sauerkraut","carrot","radish","celery","red onion","dill seed","lite olive oil","sugar","salt and pepper"
"Dumplings for Soup","egg","salt","soup stock","water","margarine","flour"
"Potato-Balls II - Kartoffelkloesse (pronounced Kleasa)","potato","boiled potato","milk","salt","bread","butter"
"Ham and eggs - Schinken mit Ei","butter","ham","egg","salt"
"Cheese-Eggs with bacon and peppers","bacon","onion","bell pepper","mild cheese","egg","chive","salt and pepper"
"Hot German Potato Salad","bacon","sugar","distilled white vinegar","egg","salt","mustard","cayenne pepper","potato","onion"
"Sauerkraut Soup Pittsburgh","short rib of beef","onion","cooking oil","sauerkraut","stock","peppercorn","bay leaf","tomato"
"Salsa Reuben Dip","cream cheese","sour cream","corned beef","swiss cheese","sauerkraut","garlic"
"German Scones (deep fried)","dry yeast","water","sugar","sugar","boiling water","margarine","salt","egg","flour"
"Mock Sauerbraten","italian dressing","water","bay leaf","clove","peppercorn","ground ginger","rump roast","water"
"Sausage, Sauerkraut &amp; Apples","sauerkraut","smoked turkey sausage","tart cooking apple","brown sugar","salt","pepper","cider"
"Porked Sauerkraut","sauerkraut","onion","beer"
"Fleischmann's Kifle","sour cream","water","all-purpose flour","butter","egg yolk","egg white","sugar","vanilla extract","ground walnut","mini chocolate chip"
"German Potato Pancakes","potato","onion","all-purpose flour","egg","baking powder","oil","pepper","salt"
"Sweet &amp; Sour Sauerkraut (Bayrich Kraut)","sugar","butter","stewed tomato","sauerkraut","polish sausage"
"German Sausage Chowder","potato","onion","cabbage","milk","all-purpose flour","salt","pepper","water","swiss cheese"
"Choucroute Garni (Hackse Platter)","onion","bacon dripping","pork rib","pork loin chop","sauerkraut","cooking apple","brown sugar","clove","juniper berry","garlic","bay leaf","pepper","white wine","sausage link","boiled potato"
"Apple Cider Vinegar Marinade for Chicken Barbaja W.","salt","apple cider vinegar","water","artificial sweetener"
"Navy Bean Soup","lima bean","ham","onion","dried oregano leaf","salt","ground ginger","dried sage","black pepper","fat-free milk","butter"
"Sauerkraut","boiling water","cabbage","canning salt"
"Gypsy Schnitzel","veal scallopini","egg","dried breadcrumb","vegetable oil","margarine","onion","green bell pepper","red bell pepper","beef broth","mushroom","whipping cream","flour","salt and pepper"
"Chocolate Filled Almond Spritz Cookies","sugar","unsalted butter","egg","pure vanilla extract","almond extract","salt","milk chocolate","bittersweet chocolate","unsalted butter"
"Red Cabbage (Rot Kohl)","red cabbage","bacon","onion","apple","bay leaf","olive oil","sugar"
"Rouladen (Stuffed Beef)","bacon","bay leaf","beef","mustard","onion","salt and pepper","garlic pickle"
"Oma's Gingersnaps","shortening","sugar","molasses","egg","flour","salt","baking soda","cinnamon","clove","ginger"
"German Pancake","egg","milk","flour","salt","butter"
"Spaetzle","egg","milk","flour","nutmeg","white pepper","salt","bouillon","butter","parsley"
"German Apple Cake","egg","vegetable oil","sugar","vanilla","flour","cinnamon","baking soda","salt","apple"
"Black Forest Potato Salad","potato","cider vinegar","vegetable oil","water","pepper","sauerkraut","green onion","parsley","tart apple","salt"
"Baked Spareribs With Sauerkraut and Apples","sparerib","salt","pepper","sauerkraut","brown sugar","tart apple","onion","water"
"Brats In Sauce","beer","butter","onion","bratwurst"
"German Chocolate Cake Squares","water","all-purpose flour","baking powder","salt","sugar","unsalted butter","egg","vanilla extract","buttermilk","semi-sweet chocolate chip","evaporated milk","sugar","unsalted butter","egg yolk","almond extract","sweetened coconut flake","pecan","semi-sweet chocolate chip"
"Apple Strudel","all-purpose flour","salt","butter","egg","water","butter","sugar","cinnamon","tart apple","dried currant","egg white","powdered sugar"
"Baked Chicken Reuben","chicken breast","salt","ground black pepper","sauerkraut","swiss cheese","thousand island dressing","parsley"
